宝宝:5.89153,0.01600,0.01199,0.10135,0.02279,0.01835,0.01441,0.12652,0.06342,0.00538,0.00641,0.10455,0.03066,0.01965,0.15390,0.02796,0.02727,0.04156
孩子:6.70045,0.03429,0.01799,0.18045,0.06838,0.02064,0.02642,0.36116,0.02624,0.07537,0.01709,0.21607,0.40781,0.02948,0.37775,0.05083,0.12121,0.18089
吃:1.30842,0.02057,0.09593,0.19034,0.06838,0.10319,0.06245,6.05001,0.05030,0.22071,0.07689,4.48874,0.29743,0.10317,0.39175,0.07116,0.42121,0.14422
穿:0.12914,0.02286,0.04197,0.33124,0.02279,3.77683,0.01201,0.01610,0.02406,0.09690,0.05767,0.03485,0.08892,0.10317,0.06995,0.01017,0.06667,0.07578
民间故事:0.00244,0.00229,0.00600,0.00247,0.01140,0.00229,0.00240,0.00460,0.00219,0.11574,0.00214,0.00697,0.04293,0.00246,3.53970,0.00254,0.00909,0.00244
好吃:0.01706,0.00457,0.01799,0.01236,0.02279,0.00459,0.00721,2.68455,0.00219,0.00538,0.00214,0.09758,0.00307,0.00983,0.01399,0.00508,0.02121,0.00489
科学家:0.01462,0.00229,2.67418,0.00247,0.01140,0.00459,0.00240,0.00230,0.00219,0.00538,0.00854,0.01394,0.00307,0.00246,0.00700,0.02796,0.00909,0.02689
地球:0.00487,0.01829,3.07591,0.01236,0.02279,0.01376,0.00721,0.00920,0.00656,0.02422,0.04058,0.02091,0.02146,0.01228,0.01399,0.01271,0.11515,0.03911
LOL:0.00244,0.00229,0.00600,0.00989,0.01140,0.00688,0.00240,0.00230,2.15851,0.00269,0.00641,0.00697,0.01227,0.00491,0.01399,0.00508,0.00303,0.00244
SUV:0.00244,2.00690,0.00600,0.00247,0.01140,0.00229,0.00240,0.00230,0.00219,0.00269,0.00214,0.00697,0.00613,0.00246,0.00700,0.00254,0.00303,0.00489
宇宙:0.00244,0.00457,2.30843,0.00989,0.01140,0.01605,0.00721,0.00460,0.03062,0.01077,0.00854,0.00697,0.00307,0.00491,0.00700,0.01525,0.00303,0.00733
游戏:0.02437,0.00686,0.02998,0.06921,0.02279,0.00688,0.03122,0.00690,2.16070,0.01615,0.01709,0.00697,0.01840,0.00737,0.02798,0.07370,0.01515,0.01467
中国:0.11208,0.56458,0.87540,0.48450,0.02279,0.19033,1.75329,0.38416,0.22307,2.93120,6.79381,0.12546,0.61632,1.34119,0.04897,1.06997,2.50000,2.37356
妈妈:2.65582,0.01600,0.01799,0.18787,0.05699,0.10090,0.00480,0.24384,0.01093,0.00269,0.01281,0.07667,0.15945,0.02948,0.20986,0.01271,0.03030,0.08556
故事:0.09259,0.02971,0.04797,0.07169,0.22795,0.02752,0.05044,0.04141,0.11591,0.26378,0.03204,0.03485,0.13492,0.04422,3.86849,0.06862,0.11818,0.04156
做法:0.08772,0.01143,0.00600,0.00494,0.02279,0.00459,0.00240,1.87481,0.00656,0.00807,0.00427,0.02091,0.01840,0.00491,0.02099,0.00508,0.00303,0.00978
车:0.01218,2.04576,0.00600,0.01978,0.02279,0.00459,0.03843,0.00230,0.02624,0.01346,0.03417,0.00697,0.32502,0.02456,0.04197,0.07624,0.06061,0.03667
火星:0.00487,0.00229,1.75681,0.01978,0.01140,0.00229,0.00240,0.00230,0.00656,0.00538,0.01709,0.00697,0.00307,0.00491,0.00700,0.01017,0.00303,0.01467
王者:0.00244,0.02743,0.00600,0.00742,0.02279,0.00917,0.02882,0.00460,1.51774,0.01884,0.00854,0.00697,0.00613,0.03930,0.00700,0.02541,0.00303,0.00978
手机:0.08041,0.02286,0.02398,0.05191,0.03419,0.02981,0.01441,0.01380,0.10279,0.00538,0.01709,0.04879,0.22384,0.01474,0.08395,2.20347,0.05758,0.04644
