车;25,3221,19,60,4,23,78,12,50,18,42,3,413,30,33,108,105,73
宝宝;2246,6,1,37,1,7,5,53,27,1,2,13,9,7,18,10,8,17
孩子;2459,14,2,75,5,9,11,152,11,27,7,28,130,12,51,19,37,69
故事;40,12,9,33,23,11,21,18,55,139,16,4,63,17,1079,26,43,16
吃;601,21,24,112,11,66,45,3102,33,105,52,661,133,57,71,39,157,75
股;0,9,7,4,1,13,1434,4,2,4,5,2,2,4,3,26,0,4
穿;63,10,6,162,1,1785,8,7,24,47,38,6,36,56,23,7,35,48
科学家;5,0,445,0,0,1,0,0,0,1,3,1,0,0,0,10,2,9
地球;1,7,487,4,1,5,2,3,2,8,19,2,5,4,1,3,37,15
民间;11,8,1,4,1,3,21,16,4,90,8,23,28,5,543,2,6,4
LOL;0,0,0,3,0,2,0,0,974,0,2,0,3,1,1,1,0,0
游戏;20,3,4,32,1,2,15,2,1042,5,8,0,7,2,4,34,4,5
妈妈;1193,6,2,73,4,39,1,105,4,0,5,12,54,10,28,4,9,34
SUV;0,853,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
宇宙;0,1,366,3,0,6,2,1,13,2,4,0,0,1,0,5,0,3
中国;45,243,156,190,1,85,733,163,104,1030,3043,17,201,625,6,439,813,956
好吃;4,1,2,3,0,1,0,867,0,1,0,13,0,2,1,1,6,0
菜;7,25,1,19,0,8,9,1008,26,13,8,40,30,12,4,14,12,8
做法;37,4,0,1,1,1,0,799,2,2,1,2,4,1,2,1,0,3
手机;28,10,4,19,2,9,8,5,55,1,10,5,82,5,12,975,18,20
火星;1,0,273,7,0,0,0,0,2,1,8,0,0,1,0,3,0,5
皇帝;1,2,0,3,0,0,1,4,10,664,2,2,2,7,2,1,6,2
时尚;6,42,0,42,0,732,4,7,1,3,1,0,8,5,0,7,6,11
王者;0,11,0,2,1,3,11,1,658,5,3,0,1,16,0,9,0,2
玩;97,69,9,93,6,74,36,29,1169,26,51,6,55,63,8,165,171,47
美军;0,0,1,0,0,0,0,0,0,30,594,0,1,0,0,0,0,29
英雄;1,7,1,27,0,3,4,0,708,86,32,1,13,34,7,2,1,11
荣耀;0,4,0,0,0,5,1,0,563,5,3,0,0,9,0,26,0,5
汽车;1,686,2,2,0,0,70,0,4,4,8,0,26,2,2,63,8,27
航母;0,0,0,0,0,1,2,0,2,0,511,0,0,0,0,2,2,3
历史;1,12,22,13,2,7,33,3,34,793,42,2,10,113,0,14,47,48
美味;6,1,0,0,0,1,1,514,1,0,0,5,2,0,0,1,14,6
怀孕;581,1,0,33,1,6,0,8,6,1,1,5,23,4,21,0,6,15
孕;554,0,0,21,1,19,0,7,1,2,0,11,13,3,7,3,1,13
美食;4,0,0,7,0,3,0,550,1,1,0,4,0,3,0,2,74,3
句子;1,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,1,0
导弹;0,0,0,0,0,0,1,0,2,3,456,0,4,0,0,0,0,8
人类;4,2,272,3,2,1,3,7,13,9,17,5,5,5,2,42,15,23
款;26,1132,1,19,4,579,26,152,137,4,177,14,17,10,1,237,10,3
苹果;4,4,2,9,0,7,20,25,16,1,4,9,13,0,2,546,4,22
旅游;4,6,5,5,0,5,18,10,1,4,3,0,20,1,4,19,515,23
海军;0,0,1,0,0,2,0,0,0,8,421,0,1,0,0,2,1,7
总统;0,8,1,3,0,5,4,1,0,34,22,0,4,3,2,1,6,486
小米;1,1,0,0,0,2,2,7,5,0,0,1,0,0,0,417,2,0
战机;0,0,0,0,0,0,0,0,4,3,415,0,0,0,0,1,0,12
生;852,15,13,130,48,22,26,64,52,82,35,36,74,22,83,33,27,57
NBA;0,2,1,1,1,3,1,0,3,0,0,0,0,399,0,4,0,0
守望;0,0,0,0,1,0,1,0,394,0,4,0,1,2,0,2,2,0
句;109,28,3,59,383,4,15,6,22,128,41,17,41,31,33,23,6,7
做;634,101,23,129,96,181,164,1405,126,209,97,140,189,88,75,326,73,101
人生;37,20,0,47,312,25,21,14,25,52,11,0,23,14,9,15,19,12
黑洞;0,0,157,1,0,3,2,0,4,1,2,0,2,1,0,1,0,2
NASA;0,0,148,0,0,0,0,0,0,0,3,0,0,0,0,5,0,2
