杨澜放 话 支持 女儿 早 恋 理由 支持 孩子 早 恋   T:baby F:entertainment 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
菲律宾 色情 业 猖獗 父母 诱逼 孩子 镜头 前 表演   T:baby F:world 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
吊车 尾 第一 名 位 父亲 一步步 孩子 学 数学   T:baby F:society 0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000
孩子 喜欢 巴拉拉 魔 仙 儿童 魔法 期   T:baby F:game 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
娘家 表姐 找 土 偏方 颗 月 瘦 斤 甩掉 肚 腩   T:baby F:fashion 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
男人 爱 女人 环   T:baby F:fashion 1.3453,0.1116,0.0007,2.5145,3.2890,9.7965,0.0081,3.8840,0.0130,3.7458,0.0069,7.5618,0.1348,0.0884,0.3388,0.0173,0.4331,0.3565
饼干 家 做 健康 放心   T:baby F:food 0.0419,0.0001,0.0000,0.0003,0.0008,0.0003,0.0154,4.8930,0.0001,0.0002,0.0000,0.0361,0.0107,0.0001,0.0002,0.0047,0.0002,0.0018
观 花 婆 见到 说 命中 注定 子   T:baby F:essay 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
充气 娃娃 媲美 超 模 双 眼   T:baby F:fashion 0.0041,0.0280,0.0018,0.0122,0.0001,1.2561,0.0013,0.0001,0.0116,0.0001,0.0006,0.0000,0.0005,0.0264,0.0003,0.0044,0.0008,0.0010
老公 脸 嫌弃   T:baby F:entertainment 10.0890,0.4074,0.0125,22.5739,0.0199,8.7186,0.0271,2.7557,0.2833,0.3100,0.0330,0.0889,0.7431,0.3915,1.8060,0.1058,0.2530,0.6865
当年 岁 天 抽 根 烟 小孩 年   T:baby F:society 0.0005,0.0000,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0002,0.0022,0.0001,0.0006,0.0000,0.0000,0.0001
想到 父亲 父亲 节   T:baby F:story 0.1839,0.0040,0.0001,0.2202,0.0079,0.0005,0.0000,0.0046,0.0016,0.0420,0.0085,0.0001,0.6669,0.0031,1.8295,0.0006,0.0052,0.0183
线 男 明星 生 女儿 女儿 盘点 听 性别 猜想   T:baby F:entertainment 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
母 牛 饲养 点 建议   T:baby F:finance 0.0027,0.0008,0.0001,0.0001,0.0001,0.0001,0.0107,0.0010,0.0002,0.0022,0.0001,0.0001,0.0017,0.0004,0.0003,0.0011,0.0006,0.0018
口 蒸 蛋 宝宝 命 吃饭 难   T:baby F:food 0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
乐 高小 人头 孔 做   T:baby F:tech 0.0172,0.0028,0.0009,0.0103,0.0142,0.0034,0.0136,0.0262,0.1134,0.0151,0.0021,0.0039,0.0194,0.0126,0.0083,0.1368,0.0208,0.0044
疙瘩 汤 做法 胜过 山珍海味 做 孩子   T:baby F:food 0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
原 创 建 档 可怜 急 守 住 善良   T:baby F:essay 0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
王 家 湾 地铁站 热闹 找   T:baby F:travel 0.0002,0.0004,0.0001,0.0075,0.0001,0.0002,0.0064,0.0020,0.0079,0.0009,0.0011,0.0002,0.0117,0.0014,0.0111,0.0006,0.0140,0.0005
养 闺女 辛苦 养育 鲜花 插 牛粪   T:baby F:food 72.3240,24.2490,2.4013,17.6403,5.6371,32.4410,23.0952,105.9124,8.9227,17.5890,7.5638,61.5552,54.4850,11.3393,12.3981,6.6087,24.7554,13.5379
盐 厉害 可惜 太 少   T:baby F:food 0.0001,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0019,0.0000,0.0001,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
条件 传染 艾滋病毒   T:baby F:regimen 0.9615,0.8654,0.8013,0.8397,1.1264,0.8525,0.8910,0.8974,0.8141,0.9743,0.8397,3.3741,1.0064,1.7435,0.7757,0.9423,1.0769,0.9038
岁 女 神童 高考 成绩 曝光 跌 眼镜   T:baby F:society 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
育儿 记录 小人 精 甜 馨 成长 点点滴滴 月子 里 甜 馨 白   T:baby F:entertainment 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
穷养儿 富 养女 含义   T:baby F:entertainment 15.4289,29.4475,3.2026,41.1650,6.7661,11.0957,32.8641,6.2818,5.6793,33.2230,4.2050,0.8422,32.2872,30.5308,34.0941,13.2174,25.8323,27.0823
