高利贷:0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,0,1,0
说漏嘴:0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
大舅子:0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
麻杆:0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
齐唱:0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
普法:0,0,0,1,0,0,1,0,0,1,1,0,9,0,0,0,0,0
巨丑:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大声:1,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0
鼓岭:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
李准:0,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0
欢喜:0,0,0,2,6,0,2,1,0,0,0,0,0,2,1,0,1,1
好事:8,1,0,3,1,1,5,0,3,1,3,1,1,2,2,3,2,2
万茜成:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第七届:0,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,1,3
坑里:0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1
你追我赶:0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
麻木:0,0,0,1,1,0,0,0,0,3,0,3,0,2,0,0,0,0
限外:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
纲要:0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
网瘾:0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,2,0,0
美满:1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
中文歌曲:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
有娃:0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
女侠:0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1
这事:8,4,0,3,1,5,0,1,1,5,3,1,5,0,3,1,2,3
圆圆的:0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
担架:0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
保证:9,7,1,4,0,7,4,36,3,2,8,3,3,2,0,4,3,3
夏家:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
张云龙:0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
不知廉耻:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
动画图:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
视:1,0,1,1,1,0,1,0,0,3,1,0,0,1,0,1,0,6
轮子:0,5,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0
眼花缭乱:0,1,0,2,0,5,0,0,0,0,2,0,0,1,0,2,0,0
观:3,2,1,2,1,0,2,0,0,2,2,1,3,1,0,3,5,2
工人:0,5,0,1,0,0,3,1,0,2,1,0,21,2,0,4,2,12
丈母娘:2,7,0,3,1,0,0,6,0,2,0,1,12,3,1,0,1,0
磨乐:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浅谈:3,6,1,1,0,2,3,0,20,0,3,0,0,2,0,7,1,1
海藻:0,1,0,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0
暧昧:0,0,0,6,1,0,0,0,0,1,0,0,1,2,3,0,2,3
屹立:0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,2,0
车展:0,152,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0
这些年来:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
龙太子:0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
骗己:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
断章取义:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
辱华:0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1
成年人:0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,3
泣不成声:1,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,2
公寓:0,0,0,16,1,0,1,0,0,0,0,0,0,1,2,1,1,5
好人:1,1,0,1,4,0,0,1,1,3,0,0,5,0,4,0,1,0
有娱:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
解:1,1,3,3,0,0,3,4,4,7,5,0,2,4,0,2,2,2
死性不改:0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
几句话:3,2,0,2,17,0,1,0,0,5,2,0,1,0,0,2,1,0
电影频道:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
第三季:0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0
网登:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
演变:0,1,1,1,0,0,0,2,4,1,1,0,1,0,0,2,1,1
运作:0,0,1,1,0,0,3,0,0,1,0,0,0,4,0,3,0,3
嘴上:3,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0
拳打:0,0,0,1,0,0,0,0,1,2,0,0,0,3,0,0,0,0
加勒比:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
李云迪:0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
吓退:0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0
欲发:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
实锤:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
美漫:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
房破:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
照妖镜:0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
演吻:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
冲动:1,5,1,1,1,3,0,3,0,0,0,0,6,4,2,5,1,0
好且:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
