车:25,3737,20,62,4,26,82,14,52,19,45,3,464,31,41,118,117,81
宝宝:2420,6,1,41,1,7,5,55,30,1,2,14,9,7,21,10,8,17
孩子:2760,14,2,75,5,9,11,157,11,28,8,31,134,12,55,19,39,74
故事:41,12,9,34,24,12,21,18,56,140,16,4,63,17,1095,26,43,16
吃:672,21,24,128,12,70,45,3596,33,117,59,760,141,61,74,39,187,91
股:0,10,7,4,1,13,1628,5,2,5,5,2,2,4,3,27,0,4
穿:68,11,7,175,1,1956,8,7,25,48,40,7,38,57,23,8,36,49
科学家:5,0,445,0,0,1,0,0,0,1,3,1,0,0,0,10,2,10
地球:1,7,519,4,1,5,2,3,2,8,19,2,6,4,1,4,37,15
民间:11,8,1,4,1,3,22,16,4,90,9,23,28,5,544,2,6,4
LOL:0,0,0,3,0,2,0,0,985,0,2,0,3,1,1,1,0,0
游戏:20,3,4,32,1,2,15,2,1111,5,8,0,7,2,5,35,4,5
妈妈:1229,6,2,76,4,43,1,106,4,0,5,12,55,11,29,4,9,34
SUV:0,871,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
宇宙:0,1,395,3,0,6,2,1,13,2,4,0,0,1,0,5,0,3
中国:46,251,158,198,1,85,748,168,107,1106,3307,17,206,653,6,457,831,1002
好吃:4,1,2,4,0,1,0,880,0,1,0,13,0,2,1,1,6,0
菜:7,25,1,19,0,8,9,1070,26,16,8,40,31,12,4,14,12,9
做法:37,4,0,1,1,1,0,814,2,2,1,2,4,1,2,1,0,3
手机:32,10,4,19,2,9,8,5,55,1,10,6,83,5,12,1042,18,21
火星:1,0,311,7,0,0,0,0,2,1,8,0,0,1,0,3,0,6
皇帝:1,2,0,3,0,0,1,4,11,700,2,2,2,7,2,1,6,2
时尚:6,42,0,43,0,757,4,7,1,3,1,0,8,6,0,8,6,11
王者:0,11,0,2,1,3,11,1,691,6,3,0,1,16,0,9,0,3
玩:101,73,10,95,6,75,38,30,1279,26,52,6,57,64,8,174,178,48
美军:0,0,1,0,0,0,0,0,0,32,622,0,1,0,0,0,0,30
英雄:1,7,1,27,0,3,4,0,766,86,32,1,13,37,7,3,1,11
荣耀:0,4,0,0,0,5,1,0,568,6,3,0,0,9,0,26,0,5
汽车:1,721,2,2,0,0,74,0,4,4,8,0,27,2,2,66,8,28
航母:0,0,0,0,0,1,2,0,3,0,539,0,0,0,0,2,2,3
历史:2,12,22,13,2,7,33,3,34,812,43,2,10,114,0,14,47,48
