六安:0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0
:0,1,0,0,17,0,0,2,0,0,1,1,0,0,2,0,2,0
随军:0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
普法:0,0,0,1,0,0,1,0,0,1,1,0,9,0,0,0,0,0
容量:1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0
欣喜若狂:0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
大声:1,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0
壮志:0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
虐杀:0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,0,0,2
制导武器:0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
招收:0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1
好事:8,1,0,3,1,1,5,0,3,1,3,1,1,2,2,3,2,2
大壮:0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
公安:0,0,0,0,0,0,1,0,0,0,5,0,23,0,0,1,0,0
太牛叉:0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
顺利完成:0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
远东:0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,1,6
外媒大:0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
这事:8,4,0,3,1,5,0,1,1,5,3,1,5,0,3,1,2,3
解放日报:0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
萨德美日:0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
导弹部队:0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
送法进:0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
保证:9,7,1,4,0,7,4,36,3,2,8,3,3,2,0,4,3,3
视:1,0,1,1,1,0,1,0,0,3,1,0,0,1,0,1,0,6
轮子:0,5,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0
眼花缭乱:0,1,0,2,0,5,0,0,0,0,2,0,0,1,0,2,0,0
观:3,2,1,2,1,0,2,0,0,2,2,1,3,1,0,3,5,2
工人:0,5,0,1,0,0,3,1,0,2,1,0,21,2,0,4,2,12
浅谈:3,6,1,1,0,2,3,0,20,0,3,0,0,2,0,7,1,1
港澳:0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
觉:4,1,0,0,1,2,1,1,0,0,1,3,1,0,0,0,3,1
马冠兵:0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
景泰:0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
迫不及待:2,1,0,0,0,1,0,2,1,2,4,0,0,5,0,2,0,1
大头:2,2,0,0,0,1,1,0,3,0,1,0,2,0,0,0,0,0
排位:0,0,0,0,0,0,0,0,46,1,1,0,0,2,0,0,0,0
神经元:0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
招数:3,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0
国防科:0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
气垫船:0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
条例:0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0
盘踞:0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
解:1,1,3,3,0,0,3,4,4,7,5,0,2,4,0,2,2,2
几句话:3,2,0,2,17,0,1,0,0,5,2,0,1,0,0,2,1,0
演变:0,1,1,1,0,0,0,2,4,1,1,0,1,0,0,2,1,1
嘴上:3,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0
欣喜:2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
吓退:0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0
工事:0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
:0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
波音:0,1,2,0,0,0,1,0,0,0,18,0,0,0,0,1,1,5
心路历程:1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
